row_id,boardgame,min_players,max_players,min_playtime,max_playtime,minimum_age,avg_rating,num_ratings,complexity,wishlisted,total_plays,amazon_price,categories,url,description
114,Splendor Duel,2,2,30,30,10,7.892,16392,2.01,4024,100413,32.99,Card Game; Economic; Renaissance,https://boardgamegeek.com/boardgame/364073/splendor-duel,Renaissance merchants go head to head to please nobility by collecting jewels.
115,Decrypto,3,8,15,45,12,7.767,25669,1.83,7040,90272,24.99,Deduction; Party Game; Spies / Secret Agents; Word Game,https://boardgamegeek.com/boardgame/225694/decrypto,Decipher your opponents' code before they decipher yours. Don't get caught.
116,Trickerion: Legends of Illusion,2,4,60,180,14,7.97,12040,4.26,4329,26281,65.0,Post-Napoleonic,https://boardgamegeek.com/boardgame/163068/trickerion-legends-of-illusion,Magicians perform dazzling tricks for money and fame in a Victorian steampunk world.
117,Inis,2,4,60,90,14,7.82,22097,2.95,9202,50242,70.39,Ancient; Card Game; Exploration; Mythology; Wargame,https://boardgamegeek.com/boardgame/155821/inis,Claim the crown through merit and wisdom in this Celtic island struggle.
118,Battlestar Galactica: The Board Game,3,6,120,180,14,7.729,37256,3.25,6840,84947,,Bluffing; Deduction; Movies / TV / Radio theme; Political; Science Fiction; Space Exploration; Spies / Secret Agents,https://boardgamegeek.com/boardgame/37111/battlestar-galactica-the-board-game,How can the human race survive when you don't know who is actually human?
119,Carnegie,1,4,90,120,12,7.982,11008,3.81,3654,41867,56.62,Economic; Industry / Manufacturing; Post-Napoleonic,https://boardgamegeek.com/boardgame/310873/carnegie,Become the most influential entrepreneur and benefactor of your era!
120,Dwellings of Eldervale,1,5,60,150,14,8.125,8757,3.25,7029,25430,99.89,Economic; Fantasy; Fighting,https://boardgamegeek.com/boardgame/271055/dwellings-of-eldervale,Battle for control of a new fantasy realm in this worker placement game.
121,The Quest for El Dorado,2,4,30,60,10,7.707,30116,1.94,8788,117507,,Adventure; Exploration; Racing,https://boardgamegeek.com/boardgame/217372/the-quest-for-el-dorado,Race through a dense South American jungle in pursuit of the legendary city of gold.
122,Architects of the West Kingdom,1,5,60,80,12,7.715,31434,2.76,7507,115813,52.5,City Building; Economic; Medieval,https://boardgamegeek.com/boardgame/236457/architects-of-the-west-kingdom,Will you be a virtuous or nefarious servant of the king? Build your way to glory.
123,Tainted Grail: The Fall of Avalon,1,4,60,120,14,8.046,13542,3.36,6579,66946,102.25,Adventure; Exploration; Fantasy; Mature / Adult; Medieval; Mythology; Travel,https://boardgamegeek.com/boardgame/264220/tainted-grail-the-fall-of-avalon,Embark on a fantastic adventure set in dark Arthurian lore and legends.
124,Ra,2,5,45,60,12,7.674,29298,2.31,8385,117900,224.99,Ancient; Mythology,https://boardgamegeek.com/boardgame/12/ra,"Fancy an auction to acquire ancient monuments, pharaohs, and relics? Invoke Ra!"
125,Keyflower,2,6,90,120,12,7.715,24047,3.34,6619,65198,58.37,City Building; Economic; Renaissance; Territory Building; Transportation,https://boardgamegeek.com/boardgame/122515/keyflower,Compete in a unique auction system to build the most prosperous village.
126,Nemesis: Lockdown,1,5,90,180,12,8.282,7409,3.91,2901,15344,131.85,Adventure; Exploration; Horror; Miniatures; Science Fiction,https://boardgamegeek.com/boardgame/310100/nemesis-lockdown,Outsmart alien terrors and devious rivals in a treacherous Martian lab.
127,Tigris & Euphrates,2,4,60,120,14,7.701,29482,3.48,7937,75537,,Abstract Strategy; Ancient; Civilization; Territory Building,https://boardgamegeek.com/boardgame/42/tigris-and-euphrates,Keep your Mesopotamian civilization in perfect balance through revolutions and wars.
128,Raiders of the North Sea,2,4,60,80,12,7.725,25718,2.57,7225,82570,81.77,Medieval; Nautical,https://boardgamegeek.com/boardgame/170042/raiders-of-the-north-sea,Gather your Viking crew in order to plunder seas and lands for glory!
129,Dominion: Intrigue,2,6,30,30,13,7.689,34342,2.41,3204,108058,33.89,Card Game; Medieval,https://boardgamegeek.com/boardgame/40834/dominion-intrigue,"Enlist torturers, swindlers, and saboteurs to gain wealth and dominate the kingdom."
130,Caylus,2,5,60,150,12,7.708,29656,3.79,5442,69921,124.99,City Building; Economic; Medieval,https://boardgamegeek.com/boardgame/18602/caylus,Entrepreneurs pay workers & bribe an official to build a Château & gain royal favor.
131,Lorenzo il Magnifico,2,4,60,120,12,7.834,14810,3.29,3157,46008,42.5,Renaissance,https://boardgamegeek.com/boardgame/203993/lorenzo-il-magnifico,Avoid excommunication and lead your family to power during the Italian Renaissance.
132,Eldritch Horror,1,8,120,240,14,7.744,38144,3.32,9306,103322,59.95,Adventure; Fighting; Horror; Novel-based; Travel,https://boardgamegeek.com/boardgame/146021/eldritch-horror,Investigators trek across the globe to stop the Ancient One apocalypse.
133,Troyes,1,4,90,90,12,7.708,24496,3.38,5866,78629,,Dice; Economic; Medieval,https://boardgamegeek.com/boardgame/73439/troyes,"Defend the city and rise to power by influencing the clergy, nobility and peasants."
134,Wyrmspan,1,5,90,90,14,7.989,11976,2.81,5752,47916,65.0,Animals; Card Game; Fantasy,https://boardgamegeek.com/boardgame/410201/wyrmspan,Build a cavernous sanctuary for dragons of all shapes and sizes!
135,Mombasa,2,4,75,150,12,7.84,13678,3.89,3514,28961,,Economic; Post-Napoleonic,https://boardgamegeek.com/boardgame/172386/mombasa,Acquire shares of unique companies and propagate their trading posts to rake in cash.
136,The Lord of the Rings: Journeys in Middle-Earth,1,5,60,120,14,7.898,17742,2.69,7957,114541,104.98,Adventure; Exploration; Fantasy; Fighting; Novel-based,https://boardgamegeek.com/boardgame/269385/the-lord-of-the-rings-journeys-in-middle-earth,"Heroes explore Middle-earth, working together to combat evil in an epic campaign."
137,Age of Steam,1,6,120,120,13,7.862,12184,3.86,3228,46595,87.99,Economic; Post-Napoleonic; Trains; Transportation,https://boardgamegeek.com/boardgame/4098/age-of-steam,"Outperform your railroad rivals with shares, auctions, track-building, and deliveries"
138,Wonderland's War,2,5,45,125,13,8.054,9289,3.04,6461,25270,,Fantasy; Novel-based,https://boardgamegeek.com/boardgame/227935/wonderlands-war,The looking glass has shattered and war has come to Wonderland!
139,Patchwork,2,2,15,30,8,7.585,71267,1.6,9870,415362,32.08,Abstract Strategy; Economic; Puzzle,https://boardgamegeek.com/boardgame/163412/patchwork,Piece together a quilt and leave no holes to become the button master.
140,Dominion,2,4,30,30,13,7.598,94566,2.35,10377,863239,39.56,Card Game; Medieval,https://boardgamegeek.com/boardgame/36218/dominion,Acquire the most valuable lands by building your deck with treasure and power cards.
141,Trajan,2,4,60,120,12,7.749,18486,3.63,4793,53405,,Ancient,https://boardgamegeek.com/boardgame/102680/trajan,Manage and rule all aspects of Ancient Rome with a clever action selection mancala.
142,Twilight Imperium: Third Edition,3,6,180,240,14,7.786,19460,4.26,4365,26133,159.99,Civilization; Negotiation; Political; Science Fiction; Space Exploration; Wargame,https://boardgamegeek.com/boardgame/12493/twilight-imperium-third-edition,"Epic empire-building game of interstellar conflict, trade, and struggle for power."
143,Aeon's End: War Eternal,1,4,60,60,14,8.239,6365,2.93,1430,22879,42.33,Card Game; Fantasy; Fighting; Science Fiction,https://boardgamegeek.com/boardgame/218417/aeons-end-war-eternal,War Eternal is a standalone game compatible with the deck building game Aeon's End.
144,Russian Railroads,2,4,120,120,13,7.726,18594,3.4,3824,69135,,Industry / Manufacturing; Trains,https://boardgamegeek.com/boardgame/144733/russian-railroads,"Acquire locomotives & industry, build track, and hire the best engineers in Russia."
145,Arkham Horror: The Card Game – Revised Core Set,1,4,45,180,14,8.612,4515,3.76,1499,27990,47.96,Adventure; Card Game; Collectible Components; Exploration; Fantasy; Horror; Novel-based,https://boardgamegeek.com/boardgame/359609/arkham-horror-the-card-game-revised-core-set,Revised core set repackages the original with support for 1-4p.
146,Hansa Teutonica,2,5,45,90,12,7.74,16689,3.09,3645,50560,54.14,Medieval,https://boardgamegeek.com/boardgame/43015/hansa-teutonica,Build networks of merchants along the roads and market towns of the Hanseatic League.
147,Vinhos: Deluxe Edition,1,4,90,180,12,8.07,7591,4.0,3531,17456,95.99,Economic; Industry / Manufacturing,https://boardgamegeek.com/boardgame/175640/vinhos-deluxe-edition,The strategic craft of fine winemaking.
148,Rising Sun,3,5,90,120,14,7.759,22605,3.3,7745,36776,82.99,Bluffing; Fantasy; Mythology; Negotiation; Wargame,https://boardgamegeek.com/boardgame/205896/rising-sun,"Lead your clan to victory through negotiation, combat, monsters and favors from Kami."
149,ISS Vanguard,1,4,90,120,13,8.438,6219,3.67,5097,37755,159.0,Adventure; Exploration; Science Fiction; Space Exploration,https://boardgamegeek.com/boardgame/325494/iss-vanguard,"Crew the first interstellar ship in space, exploring and discovering new worlds."
150,The 7th Continent,1,4,5,1000,14,7.752,22939,2.9,11093,73863,,Adventure; Card Game; Exploration; Science Fiction,https://boardgamegeek.com/boardgame/180263/the-7th-continent,Journey through a vibrant but deadly land to uncover the key to lifting your curse.
151,Yokohama,2,4,90,90,14,7.798,13094,3.28,3777,45548,,Economic,https://boardgamegeek.com/boardgame/196340/yokohama,Claim your fame as the dominant merchant in Yokohama during the Meiji period.
152,Forbidden Stars,2,4,120,180,14,7.979,9746,3.84,4198,17004,,Bluffing; Fighting; Science Fiction; Wargame,https://boardgamegeek.com/boardgame/175155/forbidden-stars,"Assemble your armies, devise your strategy, and wage war across the Herakon Cluster."
153,Iberia,2,5,45,45,8,7.878,11459,2.6,3719,30353,53.01,Medical; Post-Napoleonic; Trains,https://boardgamegeek.com/boardgame/198928/iberia,"Travel from Barcelona to Lisboa to cure malaria, typhus, yellow fever, and cholera."
154,Clank! In! Space!: A Deck-Building Adventure,2,4,45,90,12,7.769,15557,2.58,3642,47035,93.94,Science Fiction,https://boardgamegeek.com/boardgame/233371/clank-in-space-a-deck-building-adventure,Tiptoe your way through Lord Eradikus' spaceship to nab artifacts and an escape pod.
155,Just One,3,7,20,60,8,7.599,32382,1.03,5678,233090,,Deduction; Party Game; Word Game,https://boardgamegeek.com/boardgame/254640/just-one,"Give one-word clues so someone can guess one word, but duplicate clues are discarded."
156,Codenames,2,8,15,15,10,7.532,99421,1.26,7596,632713,19.94,Card Game; Deduction; Party Game; Spies / Secret Agents; Word Game,https://boardgamegeek.com/boardgame/178900/codenames,Give your team clever one-word clues to help them spot their agents in the field.
157,Nucleum,1,4,60,150,14,8.126,7010,4.18,3875,23748,,Economic; Industry / Manufacturing; Science Fiction,https://boardgamegeek.com/boardgame/396790/nucleum,Become the leader of the industrial revolution in an alternate timeline.
158,Endeavor: Deep Sea,1,4,60,120,10,8.224,5956,2.9,4732,26190,,Environmental; Exploration; Nautical,https://boardgamegeek.com/boardgame/367966/endeavor-deep-sea,Lead your research institute to explore ocean depths and publish your findings!
159,Champions of Midgard,2,4,60,90,10,7.71,18357,2.62,5310,44863,49.99,Adventure; Dice; Fantasy; Fighting; Medieval; Mythology,https://boardgamegeek.com/boardgame/172287/champions-of-midgard,"Gain glory by defending a Viking harbor town against trolls, draugr and other beasts."
160,Rajas of the Ganges,2,4,45,75,12,7.725,15382,2.9,3934,63142,44.75,Dice; Economic; Renaissance; Territory Building,https://boardgamegeek.com/boardgame/220877/rajas-of-the-ganges,Manage your dice to build profitable markets and grand monuments in historic India.
161,Hadrian's Wall,1,6,30,60,12,7.903,9728,3.17,4577,64937,49.61,Ancient; City Building,https://boardgamegeek.com/boardgame/304783/hadrians-wall,Compete as one of six Roman Generals in charge of a milecastle along Hadrian's Wall.
162,Tyrants of the Underdark,2,4,60,60,14,7.913,10213,2.54,3415,33149,44.5,Fantasy; Fighting,https://boardgamegeek.com/boardgame/189932/tyrants-of-the-underdark,Lead a Drow house and build the best deck to establish supremacy over the Underdark.
163,PARKS,1,5,30,60,10,7.636,29100,2.12,10504,103516,,Animals; Economic; Environmental; Travel,https://boardgamegeek.com/boardgame/266524/parks,"Hike through National Parks tiles, collecting memories and admiring gorgeous scenery."
164,Roll for the Galaxy,2,5,45,45,13,7.574,32983,2.78,8048,192506,47.92,Civilization; Dice; Economic; Science Fiction; Space Exploration,https://boardgamegeek.com/boardgame/132531/roll-for-the-galaxy,"Utilize your dice populace to develop technologies, settle worlds, and ship goods."
165,Pandemic,2,4,45,45,8,7.522,131615,2.4,11321,441709,42.89,Medical; Travel,https://boardgamegeek.com/boardgame/30549/pandemic,Your team of experts must prevent the world from succumbing to a viral pandemic.
166,Targi,2,2,60,60,12,7.596,25595,2.34,6160,88847,19.75,Arabian; Card Game,https://boardgamegeek.com/boardgame/118048/targi,Outwit your rival by selecting where to place nomad workers on a dynamic desert grid.
167,Magic: The Gathering,2,6,20,20,13,7.59,41819,3.28,865,765247,74.97,Card Game; Collectible Components; Fantasy; Fighting,https://boardgamegeek.com/boardgame/463/magic-the-gathering,Cast spells and summon fantasy monsters in the original collectible card game.
168,Star Realms,2,2,20,20,12,7.555,46891,1.92,4965,468764,17.47,Card Game; Fighting; Science Fiction,https://boardgamegeek.com/boardgame/147020/star-realms,Compete head-to-head to create the most powerful deck of spaceships and bases.
169,Too Many Bones: Undertow,1,2,60,180,12,8.668,3773,4.04,1421,8904,99.95,Adventure; Dice; Fantasy; Fighting,https://boardgamegeek.com/boardgame/235802/too-many-bones-undertow,Songstress Stanza & stealthy Duster board a raft & chuck gobs of dice on the Sibron.
170,Forest Shuffle,2,5,40,60,10,7.73,15860,2.2,5867,189860,29.99,Animals; Card Game; Educational; Environmental,https://boardgamegeek.com/boardgame/391163/forest-shuffle,Gather the most valuable trees and attract species to them.
171,Cartographers,1,100,30,45,10,7.569,33894,1.87,6309,266395,24.95,Fantasy; Territory Building,https://boardgamegeek.com/boardgame/263918/cartographers,Explore lands on behalf of the queen and draw the most proficient maps to earn favor.
172,Alchemists,2,4,120,120,12,7.639,23869,3.92,5823,49035,59.99,Deduction; Fantasy; Puzzle,https://boardgamegeek.com/boardgame/161970/alchemists,Showcase your alchemical know-how by publishing theories in this app-driven game.
173,Res Arcana,2,4,30,60,12,7.625,24524,2.65,6254,150864,44.99,Card Game; Fantasy,https://boardgamegeek.com/boardgame/262712/res-arcana,"Rival mages create artifacts, vying for places of power and ancient monuments."
174,Ticket to Ride: Europe,2,5,30,60,8,7.527,82049,1.92,7107,273518,47.99,Trains,https://boardgamegeek.com/boardgame/14996/ticket-to-ride-europe,Build train routes across Europe in this sequel to the hit family board game.
175,Planet Unknown,1,6,60,80,10,7.78,12251,2.25,5449,81894,55.28,City Building; Industry / Manufacturing; Puzzle; Science Fiction; Space Exploration; Territory Building,https://boardgamegeek.com/boardgame/258779/planet-unknown,Develop and colonize your planet with oddly shaped tiles served on a rotating tray.
176,Watergate,2,2,30,60,12,7.739,13386,2.27,4798,39889,29.95,Card Game; Political,https://boardgamegeek.com/boardgame/274364/watergate,Will Nixon triumph in his tug of war with the Press or will the truth be exposed?
177,Undaunted: Normandy,2,2,45,60,14,7.779,13381,2.26,4633,53996,33.6,Wargame; World War II,https://boardgamegeek.com/boardgame/268864/undaunted-normandy,Command your rifle platoon to victory in this WWII multi-scenario deck builder.
